id,audio_path,language,audio_type,category,source,source_id,source_url,question,option_A,option_B,option_C,option_D,answer,answer_text,duration_seconds,tts_model,sha256
T031,audio/main_language/tts/T031.wav,en,TTS,logic_order,BBH-logical-deduction-3,example-0,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,"A quail is left of a blue jay, and the blue jay is left of a falcon. Which statement is true?",The falcon is on the left,The blue jay is in the middle,The quail is in the middle,The falcon is in the middle,B,The blue jay is in the middle,5.2999,sambert-brian-v1,82f7fa57b9d94750e81ae90ea888078e43e0420ffb67fa220cb77b149b177b8f
T032,audio/main_language/tts/T032.wav,en,TTS,logic_order,BBH-logical-deduction-3,example-1,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,"At a car show, a motorcycle is newer than a limousine, and a convertible is newer than the motorcycle. Which is the oldest?",The motorcycle,The limousine,The convertible,All three are equally old,B,The limousine,6.9124,sambert-beth-v1,bbe448db6c7e85f57c18807ebc4ca79c7ac6d57facb029bcfe5751f80d07214f
T033,audio/main_language/tts/T033.wav,en,TTS,logic_order,BBH-logical-deduction-3,example-5,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,"At a fruit stand, mangoes cost less than peaches, and apples cost less than mangoes. Which statement is true?",Apples are in the middle by price,Peaches are in the middle by price,Mangoes are in the middle by price,Peaches are the cheapest,C,Mangoes are in the middle by price,6.4749,sambert-brian-v1,aee9766b1e00847572e8b91c409bed7cf30dc9c4aed15fecce51629166bc30d6
T034,audio/main_language/tts/T034.wav,en,TTS,logic_order,BBH-logical-deduction-3,example-7,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,"In a golf tournament, Rob finished below Mel, and Mel finished below Eve. Who finished first?",Eve,Rob,Mel,They tied,A,Eve,5.8999,sambert-beth-v1,599e459bc6f018df58c0386cadd741d40dc3c856b72d7bb7d3e46bf1b9c03206
T035,audio/main_language/tts/T035.wav,en,TTS,logic_order,BBH-logical-deduction-3,example-13,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,A minivan is newer than a sedan but older than a bus. Which vehicle is second newest?,The minivan,The bus,The sedan,There is a tie,A,The minivan,4.8499,sambert-brian-v1,adfe5aa17ba0a5fc119aafd6b66dc2489417503fe03c0ac8f9d4e94f54116f96
T036,audio/main_language/tts/T036.wav,zh,TTS,logic_order,BBH-logical-deduction-3,example-18,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,高尔夫比赛中，米娅排在艾达后面，梅尔排在艾达前面。谁排在最后？,梅尔,米娅,三人并列,艾达,B,米娅,6.062,sambert-zhistella-v1,46a2bebd13d7405bf7f68243a86ec544de5048d978e96d7827fc4a0809860952
T037,audio/main_language/tts/T037.wav,zh,TTS,logic_order,BBH-logical-deduction-3,example-21,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,书架上，蓝书在橙书右边，橙书在黑书右边。哪本书在中间？,橙书,蓝书,无法确定,黑书,A,橙书,5.912,sambert-zhiye-v1,3f444e158cacbfde6bbc6cace72a3dc16ce9d30a8e92285e285a30df3a904fb4
T038,audio/main_language/tts/T038.wav,zh,TTS,logic_order,BBH-logical-deduction-3,example-24,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,高尔夫比赛中，伊芙排在艾米后面，但排在乔前面。谁排第一？,乔,艾米,三人并列,伊芙,B,艾米,5.550,sambert-zhistella-v1,9514dbdf2e23ab5bff0faa07ea57671415f154c5a9a710c9aeba3a9d7604ee20
T039,audio/main_language/tts/T039.wav,zh,TTS,logic_order,BBH-logical-deduction-3,example-26,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,水果摊上，芒果比桃子便宜，但比梨贵。哪种水果最贵？,梨,芒果,三者同价,桃子,D,桃子,5.350,sambert-zhiye-v1,e83759976828261135906b89d8f405f710403c478dd0b9cf4db65cb33143492c
T040,audio/main_language/tts/T040.wav,zh,TTS,logic_order,BBH-logical-deduction-3,example-38,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/logical_deduction_three_objects.json,树枝上，渡鸦在鹰的右边，乌鸦在最右边。哪只鸟在中间？,渡鸦,无法确定,鹰,乌鸦,A,渡鸦,4.950,sambert-zhistella-v1,5dc2ded7b4e24ff1d18ced0671eb8846d42ce678ddd33da380ed114ea48fd21f
T041,audio/main_language/tts/T041.wav,en,TTS,logic_date,BBH-date-understanding,example-0,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,Today is Christmas Eve in 1937. What is tomorrow's date?,"January 1, 1938","December 25, 1938","December 24, 1937","December 25, 1937",D,"December 25, 1937",4.2749,sambert-beth-v1,44dd2155c75a15c16d3be9b5d16f1f5a9b017cde5696d7748e9c7502185f8552
T042,audio/main_language/tts/T042.wav,en,TTS,logic_date,BBH-date-understanding,example-9,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,"January 1, 2019 was a Tuesday. Today is the first Monday of that year. What was the date exactly one year ago?","January 8, 2018","January 7, 2019","January 7, 2018","January 6, 2018",C,"January 7, 2018",7.5624,sambert-brian-v1,c5c934e197dfce2dc7a5d3f00b7fcc08d97ae86d59b40a6c1888bcb1bae49bc2
T043,audio/main_language/tts/T043.wav,en,TTS,logic_date,BBH-date-understanding,example-18,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,"Today is September 9, 1909. What was the date ten days ago?","August 31, 1909","September 1, 1909","August 29, 1909","August 30, 1909",D,"August 30, 1909",4.9249,sambert-beth-v1,83fd781f5e7d1841b5ac436afcdef24c8519f47b16b6989da6330c3fc71eecb4
T044,audio/main_language/tts/T044.wav,en,TTS,logic_date,BBH-date-understanding,example-22,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,Today is the last day of January 2012. What was yesterday's date?,"February 1, 2012","January 29, 2012","January 30, 2012","January 31, 2012",C,"January 30, 2012",4.5499,sambert-brian-v1,792ffa32816debbcda196c2e4950a01d109497a24119c9db13940e90eae0f6db
T045,audio/main_language/tts/T045.wav,en,TTS,logic_date,BBH-date-understanding,example-35,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,Today is the last day of 1899. What will the date be one week from today?,"December 7, 1900","January 6, 1900","January 7, 1900","January 8, 1900",C,"January 7, 1900",5.9874,sambert-beth-v1,9eeb1e260193ed51cbeb96396b730965f07f14bc23899199eff5f2a8c60f12b9
T046,audio/main_language/tts/T046.wav,zh,TTS,logic_date,BBH-date-understanding,example-7,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,明天是2019年11月12日。昨天是几月几日？,2019年11月12日,2019年11月9日,2019年11月10日,2019年11月11日,C,2019年11月10日,4.300,sambert-zhiye-v1,7db104f908688e28ece8efee64ec4f97493771e9466ce55908df1af4b52e552e
T047,audio/main_language/tts/T047.wav,zh,TTS,logic_date,BBH-date-understanding,example-10,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,昨天是1929年12月31日。今天是哪一天？,1930年12月1日,1929年12月31日,1930年1月1日,1930年1月2日,C,1930年1月1日,4.575,sambert-zhistella-v1,08318420d887272f33aecfd629bfd7a7e91ac119f25f5b21e29959078079c41c
T048,audio/main_language/tts/T048.wav,zh,TTS,logic_date,BBH-date-understanding,example-16,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,1992年5月6日是十年前的今天。今天是几月几日？,2001年5月6日,2002年5月5日,2002年5月6日,2003年5月6日,C,2002年5月6日,4.687,sambert-zhiye-v1,eb2d321be2190ba7cb83f6537d5738e7c3cff1150eba1ade2a69a2672851dde2
T049,audio/main_language/tts/T049.wav,zh,TTS,logic_date,BBH-date-understanding,example-25,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,明天是2002年7月29日。一周后的今天是几月几日？,2002年8月3日,2002年8月4日,2002年8月5日,2002年7月28日,B,2002年8月4日,5.150,sambert-zhistella-v1,8967f9427e2a4285e0db898fac0c1de9647c47de0ad1aff03ab19887d617b0b7
T050,audio/main_language/tts/T050.wav,zh,TTS,logic_date,BBH-date-understanding,example-28,https://raw.githubusercontent.com/suzgunmirac/BIG-Bench-Hard/main/bbh/date_understanding.json,昨天是2021年4月30日。一周前的今天是几月几日？,2021年4月23日,2021年4月24日,2021年4月25日,2021年5月1日,B,2021年4月24日,5.000,sambert-zhiye-v1,a88d4a1163f8d4acfdbfc5f3b8d7383338f1eaebe4be3e3f2bec79c67ba49d6c
